NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
Wdr24	1	ENSMUSG00000025737	
Zfp619	1	ENSMUSG00000068959	
Gm8730	1	ENSMUSG00000063696	
Gm8731	1	ENSMUSG00000080779	
Hsf2bp	1	ENSMUSG00000002076	
Pgap6	1	ENSMUSG00000024180	
Gm8738	1	ENSMUSG00000092540	
Gm8739	1	ENSMUSG00000101136	
Gm8737	1	ENSMUSG00000082571	
Gm7407	1	ENSMUSG00000109255	
Olfml2b	1	ENSMUSG00000038463	
Zfp605	1	ENSMUSG00000023284	
Wdr17	1	ENSMUSG00000039375	
Il6ra	1	ENSMUSG00000027947	
Wdr19	1	ENSMUSG00000037890	
Bhlhe41	1	ENSMUSG00000030256	
Wdr18	1	ENSMUSG00000035754	
Plekho2	1	ENSMUSG00000050721	
Plekho1	1	ENSMUSG00000015745	
9530068E07Rik	1	ENSMUSG00000036275	
Pgap4	1	ENSMUSG00000039611	
Pgap3	1	ENSMUSG00000038208	
Pgap2	1	ENSMUSG00000030990	
Pgap1	1	ENSMUSG00000073678	
Wdr11	1	ENSMUSG00000042055	
Zfp606	1	ENSMUSG00000030386	
Wdr13	1	ENSMUSG00000031166	
Letm2	1	ENSMUSG00000037363	
Zfp609	1	ENSMUSG00000040524	
Wdr12	1	ENSMUSG00000026019	
Olfml2a	1	ENSMUSG00000046618	
Zfp608	1	ENSMUSG00000052713	
Ubp1	1	ENSMUSG00000009741	
Fam3a	1	ENSMUSG00000031399	
Fam3c	1	ENSMUSG00000029672	
A130014A01Rik	1	ENSMUSG00000097944	
Fam3d	1	ENSMUSG00000021749	
Lsm14b	1	ENSMUSG00000039108	
Gm11870	1	ENSMUSG00000084408	
Lsm14a	1	ENSMUSG00000066568	
Gm10540	1	ENSMUSG00000073569	
Gm10544	1	ENSMUSG00000097430	
Plekhn1	1	ENSMUSG00000078485	
Gm11877	1	ENSMUSG00000082320	
Gm10549	1	ENSMUSG00000118292	
Gm11878	1	ENSMUSG00000081810	
Gm10548	1	ENSMUSG00000073607	
Erbin	1	ENSMUSG00000021709	
Gm23851	1	ENSMUSG00002076020	
4833420G17Rik	1	ENSMUSG00000062822	
Gm22513	1	ENSMUSG00000119895	
Slc14a2	1	ENSMUSG00000024552	
6820408C15Rik	1	ENSMUSG00000032680	
Gm23849	1	ENSMUSG00000119776	
Gm22516	1	ENSMUSG00000088891	
Slc14a1	1	ENSMUSG00000059336	
9830144P21Rik	1	ENSMUSG00000087528	
Gm35850	1	ENSMUSG00000109870	
Gm35853	1	ENSMUSG00000116114	
Gm10532	1	ENSMUSG00000097712	
Gm11868	1	ENSMUSG00000050550	
Gm35857	1	ENSMUSG00000110532	
Plekhm3	1	ENSMUSG00000051344	
Plekhm2	1	ENSMUSG00000028917	
Plekhm1	1	ENSMUSG00000034247	
Or51a8	1	ENSMUSG00000073964	
Or51a6	1	ENSMUSG00000066269	
4833445I07Rik	1	ENSMUSG00000103103	
Nopchap1	1	ENSMUSG00000020255	
1810030O07Rik	1	ENSMUSG00000044148	
A630095N17Rik	1	ENSMUSG00000096094	
Drc7	1	ENSMUSG00000031786	
Ubr1	1	ENSMUSG00000027272	
Ubr2	1	ENSMUSG00000023977	
Ubr3	1	ENSMUSG00000044308	
Mrto4	1	ENSMUSG00000028741	
Ubr4	1	ENSMUSG00000066036	
Gm10561	1	ENSMUSG00000097649	
Gm11893	1	ENSMUSG00000081789	
1700055D18Rik	1	ENSMUSG00000070997	
Fibin	1	ENSMUSG00000074971	
Orc5	1	ENSMUSG00000029012	
Niban3	1	ENSMUSG00000043243	
Niban2	1	ENSMUSG00000026796	
Orc4	1	ENSMUSG00000026761	
Niban1	1	ENSMUSG00000026483	
Tfap2a	1	ENSMUSG00000021359	
Gm10566	1	ENSMUSG00000073737	
Tfap2b	1	ENSMUSG00000025927	
Orc6	1	ENSMUSG00000031697	
Orc1	1	ENSMUSG00000028587	
Tfap2e	1	ENSMUSG00000042477	
Orc3	1	ENSMUSG00000040044	
Orc2	1	ENSMUSG00000026037	
Ubr5	1	ENSMUSG00000037487	
Ubr7	1	ENSMUSG00000041712	
Drd1	1	ENSMUSG00000021478	
Drd2	1	ENSMUSG00000032259	
Drd4	1	ENSMUSG00000025496	
Coa3	1	ENSMUSG00000017188	
Coa4	1	ENSMUSG00000044881	
Ppp3ca	1	ENSMUSG00000028161	
Akt1s1	1	ENSMUSG00000011096	
Gm47815	1	ENSMUSG00000111171	
Ppp3cc	1	ENSMUSG00000022092	
Ppp3cb	1	ENSMUSG00000021816	
Gm47814	1	ENSMUSG00000114575	
Crnde	1	ENSMUSG00000031736	
Atp6ap1l	1	ENSMUSG00000078958	
Gm10550	1	ENSMUSG00000101952	
B020010K11Rik	1	ENSMUSG00000118057	
Htatip2	1	ENSMUSG00000039745	
Secisbp2	1	ENSMUSG00000035139	
Gm35835	1	ENSMUSG00000110862	
Lhx1	1	ENSMUSG00000018698	
Gm10557	1	ENSMUSG00000073647	
Lhx2	1	ENSMUSG00000000247	
Lhx3	1	ENSMUSG00000026934	
1200007C13Rik	1	ENSMUSG00000087684	
Gm11889	1	ENSMUSG00000082876	
Lhx8	1	ENSMUSG00000096225	
Lhx9	1	ENSMUSG00000019230	
Slc27a4	1	ENSMUSG00000059316	
Slc27a3	1	ENSMUSG00000027932	
Drc1	1	ENSMUSG00000073102	
Lhx6	1	ENSMUSG00000026890	
Drc3	1	ENSMUSG00000056598	
Slc27a6	1	ENSMUSG00000024600	
Mpv17l2	1	ENSMUSG00000035559	
Gm11836	1	ENSMUSG00000081239	
Gm11837	1	ENSMUSG00000086587	
Plekhj1	1	ENSMUSG00000035278	
Gm10501	1	ENSMUSG00000073415	
Ythdc2	1	ENSMUSG00000034653	
Nob1	1	ENSMUSG00000003848	
Ythdc1	1	ENSMUSG00000035851	
Pigyl	1	ENSMUSG00000010607	
Gm35808	1	ENSMUSG00000108210	
Gm10509	1	ENSMUSG00000073448	
Gm11839	1	ENSMUSG00000083246	
Coa5	1	ENSMUSG00000026112	
C1ql1	1	ENSMUSG00000045532	
C1ql2	1	ENSMUSG00000036907	
Coa6	1	ENSMUSG00000051671	
Csnk2b	1	ENSMUSG00000024387	
C1ql3	1	ENSMUSG00000049630	
Coa7	1	ENSMUSG00000048351	
Coa8	1	ENSMUSG00000037787	
Or51e1	1	ENSMUSG00000070423	
Zfp133-ps	1	ENSMUSG00000083674	
Hs3st3a1	1	ENSMUSG00000047759	
Gm11824	1	ENSMUSG00000082128	
Gm11826	1	ENSMUSG00000083328	
Gm11827	1	ENSMUSG00000086765	
Noa1	1	ENSMUSG00000036285	
Gm11821	1	ENSMUSG00000081884	
6330403L08Rik	1	ENSMUSG00000075585	
Csnk1d	1	ENSMUSG00000025162	
Vezf1	1	ENSMUSG00000018377	
Csnk1e	1	ENSMUSG00000022433	
4833417C18Rik	1	ENSMUSG00000086015	
Atp1a2	1	ENSMUSG00000007097	
Atp1a1	1	ENSMUSG00000033161	
Atp1a4	1	ENSMUSG00000007107	
Atp1a3	1	ENSMUSG00000040907	
Nod2	1	ENSMUSG00000055994	
Nod1	1	ENSMUSG00000038058	
Gm10521	1	ENSMUSG00000073492	
Smarca5-ps	1	ENSMUSG00000052912	
Junos	1	ENSMUSG00000087366	
Plekhh3	1	ENSMUSG00000035172	
Plekhh2	1	ENSMUSG00000040852	
Plekhh1	1	ENSMUSG00000060716	
Coch	1	ENSMUSG00000020953	
Gm10524	1	ENSMUSG00000097141	
6530402F18Rik	1	ENSMUSG00000079499	
Atp1b1	1	ENSMUSG00000026576	
Mcrip2	1	ENSMUSG00000025732	
Mcrip1	1	ENSMUSG00000061111	
Pced1a	1	ENSMUSG00000037773	
Atp1b3	1	ENSMUSG00000032412	
Atp1b2	1	ENSMUSG00000041329	
Pced1b	1	ENSMUSG00000044250	
Slc4a10	1	ENSMUSG00000026904	
Plekhg6	1	ENSMUSG00000038167	
Slc4a11	1	ENSMUSG00000074796	
Plekhg5	1	ENSMUSG00000039713	
Gm11841	1	ENSMUSG00000081593	
Smap1	1	ENSMUSG00000026155	
Plekhg4	1	ENSMUSG00000014782	
Smap2	1	ENSMUSG00000032870	
Plekhg3	1	ENSMUSG00000052609	
Plekhg2	1	ENSMUSG00000037552	
Plekhg1	1	ENSMUSG00000040624	
Gm11847	1	ENSMUSG00000060989	
Gm10517	1	ENSMUSG00000073482	
Gm11843	1	ENSMUSG00000082676	
Gm10516	1	ENSMUSG00000097316	
Cobl	1	ENSMUSG00000020173	
Ubtf	1	ENSMUSG00000020923	
Wdr95	1	ENSMUSG00000029658	
Drg1	1	ENSMUSG00000020457	
Drg2	1	ENSMUSG00000020537	
Smc1a	1	ENSMUSG00000041133	
Smc1b	1	ENSMUSG00000022432	
Gm6089	1	ENSMUSG00000105422	
Rps14	1	ENSMUSG00000024608	
Rps15	1	ENSMUSG00000063457	
Rps16	1	ENSMUSG00000037563	
Rps17	1	ENSMUSG00000061787	
Gm34590	1	ENSMUSG00000115333	
Rps18	1	ENSMUSG00000008668	
Rps19	1	ENSMUSG00000040952	
Pikfyve	1	ENSMUSG00000025949	
Hmga2-ps1	1	ENSMUSG00000121135	
Mlc1	1	ENSMUSG00000035805	
Rps10	1	ENSMUSG00000052146	
Rps11	1	ENSMUSG00000003429	
Rps12	1	ENSMUSG00000061983	
Rps13	1	ENSMUSG00000090862	
Paqr7	1	ENSMUSG00000037348	
Cdc42bpa	1	ENSMUSG00000026490	
Paqr6	1	ENSMUSG00000041423	
Rpl23a-ps1	1	ENSMUSG00000070896	
Paqr9	1	ENSMUSG00000064225	
Paqr8	1	ENSMUSG00000025931	
Paqr3	1	ENSMUSG00000055725	
Rpl23a-ps3	1	ENSMUSG00000078126	
Timeless	1	ENSMUSG00000039994	
Rpl23a-ps2	1	ENSMUSG00000081968	
Rpl23a-ps5	1	ENSMUSG00000102220	
Paqr5	1	ENSMUSG00000032278	
Cog1	1	ENSMUSG00000018661	
Cdc42bpb	1	ENSMUSG00000021279	
Cog2	1	ENSMUSG00000031979	
Paqr4	1	ENSMUSG00000023909	
Cog3	1	ENSMUSG00000034893	
Cog4	1	ENSMUSG00000031753	
Cog5	1	ENSMUSG00000035933	
Cog6	1	ENSMUSG00000027742	
Cdc42bpg	1	ENSMUSG00000024769	
Cog7	1	ENSMUSG00000034951	
Cog8	1	ENSMUSG00000031916	
Gm46577	1	ENSMUSG00000117249	
Gigyf2	1	ENSMUSG00000048000	
Polr1b	1	ENSMUSG00000027395	
Polr1c	1	ENSMUSG00000067148	
Polr1a	1	ENSMUSG00000049553	
Rpl36-ps12	1	ENSMUSG00000091845	
Polr1f	1	ENSMUSG00000020561	
Yod1	1	ENSMUSG00000046404	
Polr1g	1	ENSMUSG00000047649	
Polr1d	1	ENSMUSG00000029642	
Bend4	1	ENSMUSG00000092060	
Polr1e	1	ENSMUSG00000028318	
Bend3	1	ENSMUSG00000038214	
Pgbd5	1	ENSMUSG00000050751	
Bend6	1	ENSMUSG00000042182	
D130020L05Rik	1	ENSMUSG00000097121	
Bend5	1	ENSMUSG00000028545	
Polr1h	1	ENSMUSG00000036315	
Bend7	1	ENSMUSG00000048186	
Pgbd1	1	ENSMUSG00000055313	
Sstr5	1	ENSMUSG00000050824	
Sstr4	1	ENSMUSG00000037014	
Sstr3	1	ENSMUSG00000044933	
Lrpap1	1	ENSMUSG00000029103	
Npm3-ps1	1	ENSMUSG00000081669	
Sstr2	1	ENSMUSG00000047904	
Noct	1	ENSMUSG00000023087	
Gm46587	1	ENSMUSG00000117414	
Gm46559	1	ENSMUSG00000116723	
Gm6069	1	ENSMUSG00000104616	
Gm7399	1	ENSMUSG00000091941	
Gm34574	1	ENSMUSG00000112805	
Hs3st3b1	1	ENSMUSG00000070407	
Fxr1	1	ENSMUSG00000027680	
Gm57204	1	ENSMUSG00000120140	
Fxr2	1	ENSMUSG00000018765	
Gm6070	1	ENSMUSG00000108860	
Gm46555	1	ENSMUSG00000116964	
Gm6076	1	ENSMUSG00000114292	
Gm6075	1	ENSMUSG00000102048	
Rps25	1	ENSMUSG00000009927	
Vezt	1	ENSMUSG00000036099	
Rps26	1	ENSMUSG00000025362	
Rps27	1	ENSMUSG00000090733	
Rps28	1	ENSMUSG00000067288	
Rps29	1	ENSMUSG00000034892	
Mep1a	1	ENSMUSG00000023914	
Gm34583	1	ENSMUSG00000107272	
Gm33251	1	ENSMUSG00000115142	
Rps20	1	ENSMUSG00000028234	
Rps21	1	ENSMUSG00000039001	
Pum2	1	ENSMUSG00000020594	
6230426M11Rik	1	ENSMUSG00000120051	
Pum3	1	ENSMUSG00000041360	
Gm34589	1	ENSMUSG00000115816	
Rps23	1	ENSMUSG00000049517	
Pum1	1	ENSMUSG00000028580	
Rps24	1	ENSMUSG00000025290	
Gm46560	1	ENSMUSG00000116762	
Kantr	1	ENSMUSG00000087403	
Gm45231	1	ENSMUSG00000108888	
Gm46562	1	ENSMUSG00000116782	
Gm6083	1	ENSMUSG00000078182	
Gm46563	1	ENSMUSG00000116038	
Gm6085	1	ENSMUSG00000098104	
Gm46565	1	ENSMUSG00000116581	
Ccar1	1	ENSMUSG00000020074	
Gm6087	1	ENSMUSG00000115684	
Ccar2	1	ENSMUSG00000033712	
Gm47898	1	ENSMUSG00000114088	
Orm1	1	ENSMUSG00000039196	
Rps15a	1	ENSMUSG00000008683	
Arl2bp	1	ENSMUSG00000031776	
Gm34552	1	ENSMUSG00000113031	
Orm2	1	ENSMUSG00000061540	
Gm10584	1	ENSMUSG00000109270	
Coil	1	ENSMUSG00000033983	
Rftn1	1	ENSMUSG00000039316	
Gm33228	1	ENSMUSG00000117604	
Rftn2	1	ENSMUSG00000025978	
Ccdc121rt1	1	ENSMUSG00000050625	
Plxdc2	1	ENSMUSG00000026748	
Plxdc1	1	ENSMUSG00000017417	
Shtn1	1	ENSMUSG00000041362	
Rptoros	1	ENSMUSG00000085081	
Gm10570	1	ENSMUSG00000073752	
9430065F17Rik	1	ENSMUSG00000097360	
Lias	1	ENSMUSG00000029199	
Gm10575	1	ENSMUSG00000073787	
Mlf1	1	ENSMUSG00000048416	
Ndel1	1	ENSMUSG00000018736	
Mlf2	1	ENSMUSG00000030120	
4930471E19Rik	1	ENSMUSG00000112716	
Mlec	1	ENSMUSG00000048578	
C1qbp	1	ENSMUSG00000018446	
Gm46542	1	ENSMUSG00000116562	
Lynx1	1	ENSMUSG00000022594	
Gm46544	1	ENSMUSG00000116776	
Gm46546	1	ENSMUSG00000116845	
Gm46515	1	ENSMUSG00000115127	
Rpl10-ps1	1	ENSMUSG00000080859	
Rpl10-ps2	1	ENSMUSG00000074108	
Nol8	1	ENSMUSG00000021392	
Nol7	1	ENSMUSG00000063200	
Nol9	1	ENSMUSG00000028948	
Aif1	1	ENSMUSG00000024397	
Nol4	1	ENSMUSG00000041923	
Nol3	1	ENSMUSG00000014776	
Nol6	1	ENSMUSG00000028430	
Drp2	1	ENSMUSG00000000223	
Gm35867	1	ENSMUSG00000117848	
Gm22580	1	ENSMUSG00000119338	
Tlnrd1	1	ENSMUSG00000070462	
Rpl10-ps3	1	ENSMUSG00000058443	
Aida	1	ENSMUSG00000042901	
Gm22581	1	ENSMUSG00000065669	
Rpl10-ps5	1	ENSMUSG00000110679	
Jhy	1	ENSMUSG00000032023	
Rpl10-ps6	1	ENSMUSG00000080885	
Ccdc121rt3	1	ENSMUSG00000051503	
Rpl3-ps1	1	ENSMUSG00000084349	
Mlh1	1	ENSMUSG00000032498	
Rpl3-ps2	1	ENSMUSG00000084131	
Aig1	1	ENSMUSG00000019806	
Mlh3	1	ENSMUSG00000021245	
Tsnax	1	ENSMUSG00000056820	
2310057M21Rik	1	ENSMUSG00000040177	
Gm22573	1	ENSMUSG00000064916	
Ccnq-ps4	1	ENSMUSG00000109668	
Gm46522	1	ENSMUSG00000115188	
Gm7332	1	ENSMUSG00000080875	
Cacna1g	1	ENSMUSG00000020866	
Chaf1b	1	ENSMUSG00000022945	
Gm7331	1	ENSMUSG00000059461	
Chaf1a	1	ENSMUSG00000002835	
Cacna1h	1	ENSMUSG00000024112	
Cacna1e	1	ENSMUSG00000004110	
Gm8662	1	ENSMUSG00000081797	
Mlip	1	ENSMUSG00000032355	
Gm7334	1	ENSMUSG00000044645	
Gm9993	1	ENSMUSG00000117505	
Cacna1f	1	ENSMUSG00000031142	
Gm8663	1	ENSMUSG00000117988	
Cacna1c	1	ENSMUSG00000051331	
Gm7336	1	ENSMUSG00000078636	
Cacna1d	1	ENSMUSG00000015968	
Dglucy	1	ENSMUSG00000021185	
Gm7335	1	ENSMUSG00000067189	
Gm8666	1	ENSMUSG00000048709	
Cacna1a	1	ENSMUSG00000034656	
Cacna1b	1	ENSMUSG00000004113	
Zfp551	1	ENSMUSG00000034071	
Bhlhe40	1	ENSMUSG00000030103	
Zfp553	1	ENSMUSG00000045598	
Snord55	1	ENSMUSG00000092680	
Lifr	1	ENSMUSG00000054263	
Comp	1	ENSMUSG00000031849	
Zfp558	1	ENSMUSG00000074500	
Comt	1	ENSMUSG00000000326	
Cavin3	1	ENSMUSG00000037060	
Cavin4	1	ENSMUSG00000028348	
Abhd14b	1	ENSMUSG00000042073	
Abhd14a	1	ENSMUSG00000042210	
Cavin1	1	ENSMUSG00000004044	
Baalc	1	ENSMUSG00000022296	
Cavin2	1	ENSMUSG00000045954	
1700016C15Rik	1	ENSMUSG00000015962	
Nphs1	1	ENSMUSG00000006649	
Gm7341	1	ENSMUSG00000103147	
Cacna1i	1	ENSMUSG00000022416	
Gm8670	1	ENSMUSG00000116640	
Jcad	1	ENSMUSG00000033960	
Gm8675	1	ENSMUSG00000106963	
Nom1	1	ENSMUSG00000001569	
Gm6012	1	ENSMUSG00000109899	
Atxn1l	1	ENSMUSG00000069895	
Lig1	1	ENSMUSG00000056394	
Gm6013	1	ENSMUSG00000110701	
Pus1	1	ENSMUSG00000029507	
Btnl7-ps	1	ENSMUSG00000061728	
Abhd16a	1	ENSMUSG00000007036	
Lig3	1	ENSMUSG00000020697	
Lig4	1	ENSMUSG00000049717	
Snord43	1	ENSMUSG00000105167	
Pus7	1	ENSMUSG00000057541	
Ica1l	1	ENSMUSG00000026018	
Colq	1	ENSMUSG00000057606	
Pura	1	ENSMUSG00000043991	
Fcrl1	1	ENSMUSG00000059994	
Purb	1	ENSMUSG00000094483	
Bhlhe22	1	ENSMUSG00000025128	
Fcrl5	1	ENSMUSG00000048031	
Psen1	1	ENSMUSG00000019969	
Psen2	1	ENSMUSG00000010609	
Ajap1	1	ENSMUSG00000039546	
Purg	1	ENSMUSG00000049184	
Gm6020	1	ENSMUSG00000069475	
Gm8643	1	ENSMUSG00000102809	
Gm8641	1	ENSMUSG00000099631	
Mlkl	1	ENSMUSG00000012519	
Pdcd5-ps	1	ENSMUSG00000102824	
Gm8644	1	ENSMUSG00000081505	
Nop2	1	ENSMUSG00000038279	
Atxn2l	1	ENSMUSG00000032637	
Gm9975	1	ENSMUSG00000120594	
Nono	1	ENSMUSG00000031311	
H2bc26-ps	1	ENSMUSG00000080712	
Gm7318	1	ENSMUSG00000116499	
Abhd17b	1	ENSMUSG00000047368	
Abhd17a	1	ENSMUSG00000003346	
Gm8648	1	ENSMUSG00000083166	
Dimt1	1	ENSMUSG00000021692	
Snord72	1	ENSMUSG00000077737	
Gm8649	1	ENSMUSG00000097669	
Coq2	1	ENSMUSG00000029319	
Coq3	1	ENSMUSG00000028247	
Coq4	1	ENSMUSG00000026798	
Nop9	1	ENSMUSG00000019297	
Coq5	1	ENSMUSG00000041733	
Epb41l2	1	ENSMUSG00000019978	
Zfp536	1	ENSMUSG00000043456	
Coq6	1	ENSMUSG00000021235	
Epb41l3	1	ENSMUSG00000024044	
Coq7	1	ENSMUSG00000030652	
Epb41l1	1	ENSMUSG00000027624	
Psg16	1	ENSMUSG00000066760	
Coq9	1	ENSMUSG00000031782	
Zfp532	1	ENSMUSG00000042439	
Epb41l5	1	ENSMUSG00000026383	
Copa	1	ENSMUSG00000026553	
Coro2a	1	ENSMUSG00000028337	
Coro2b	1	ENSMUSG00000041729	
BB557941	1	ENSMUSG00000084938	
Fcrlb	1	ENSMUSG00000070524	
Fcrla	1	ENSMUSG00000038421	
Gm8652	1	ENSMUSG00000097900	
Gm9989	1	ENSMUSG00000056023	
Gm7324	1	ENSMUSG00000049235	
Gm7327	1	ENSMUSG00000050900	
Gm8655	1	ENSMUSG00000113617	
Gm7329	1	ENSMUSG00000100774	
Isoc1	1	ENSMUSG00000024601	
Gm8659	1	ENSMUSG00000082076	
Cop1	1	ENSMUSG00000040782	
4930557K07Rik	1	ENSMUSG00000108034	
Zfp526	1	ENSMUSG00000046541	
Or51t4	1	ENSMUSG00000045824	
Fcrls	1	ENSMUSG00000015852	
Nphp4	1	ENSMUSG00000039577	
Zfp521	1	ENSMUSG00000024420	
Zfp524	1	ENSMUSG00000051184	
Nphp3	1	ENSMUSG00000032558	
Abhd17c	1	ENSMUSG00000038459	
Jmy	1	ENSMUSG00000021690	
Zfp523	1	ENSMUSG00000024220	
Nphp1	1	ENSMUSG00000027378	
4930560O18Rik	1	ENSMUSG00000109445	
9330111N05Rik	1	ENSMUSG00000097098	
Coro1b	1	ENSMUSG00000024835	
Coro1c	1	ENSMUSG00000004530	
Coro1a	1	ENSMUSG00000030707	
D430019H16Rik	1	ENSMUSG00000094910	
Gm6044	1	ENSMUSG00000083100	
Rimkla	1	ENSMUSG00000048899	
Gm6047	1	ENSMUSG00000091293	
Gm7378	1	ENSMUSG00000117395	
Rimklb	1	ENSMUSG00000040649	
Snord13	1	ENSMUSG00000088252	
Deaf1	1	ENSMUSG00000058886	
Snord17	1	ENSMUSG00000077714	
Zfp595	1	ENSMUSG00000057842	
Zfp597	1	ENSMUSG00000039789	
Zfp593	1	ENSMUSG00000028840	
Zfp592	1	ENSMUSG00000005621	
Pom121	1	ENSMUSG00000053293	
Tmem106a	1	ENSMUSG00000034947	
Kcnip3	1	ENSMUSG00000079056	
Zfp599	1	ENSMUSG00000062794	
Kcnip4	1	ENSMUSG00000029088	
Zfp598	1	ENSMUSG00000041130	
Tmem106b	1	ENSMUSG00000029571	
Kcnip1	1	ENSMUSG00000053519	
Tmem106c	1	ENSMUSG00000052369	
Kcnip2	1	ENSMUSG00000025221	
Nos1	1	ENSMUSG00000029361	
Gm7381	1	ENSMUSG00000074485	
Blmh	1	ENSMUSG00000020840	
Gm7380	1	ENSMUSG00000109905	
Gm6052	1	ENSMUSG00000118246	
Gm6051	1	ENSMUSG00000107020	
Gm7382	1	ENSMUSG00000115069	
Gm6054	1	ENSMUSG00000057157	
Gm7384	1	ENSMUSG00000107462	
Cope	1	ENSMUSG00000055681	
Gm6055	1	ENSMUSG00000062081	
Gm6058	1	ENSMUSG00000087632	
Gm7389	1	ENSMUSG00000097657	
Gm6059	1	ENSMUSG00000105015	
Zfp583	1	ENSMUSG00000030443	
Nup210l	1	ENSMUSG00000027939	
Txnl4a	1	ENSMUSG00000057130	
Zfp580	1	ENSMUSG00000055633	
Aim2	1	ENSMUSG00000037860	
Schip1	1	ENSMUSG00000027777	
Kcnk12	1	ENSMUSG00000050138	
Txnl4b	1	ENSMUSG00000031723	
Kcnk13	1	ENSMUSG00000045404	
Kcnk10	1	ENSMUSG00000033854	
Gm7390	1	ENSMUSG00000110644	
Blnk	1	ENSMUSG00000061132	
Nadsyn1	1	ENSMUSG00000031090	
Gm7392	1	ENSMUSG00000112908	
Gm6063	1	ENSMUSG00000108772	
Gm7393	1	ENSMUSG00000092577	
Gm6065	1	ENSMUSG00000063830	
B130011K05Rik	1	ENSMUSG00000085113	
Kcnk18	1	ENSMUSG00000040901	
Gm6023	1	ENSMUSG00000081159	
Gm7353	1	ENSMUSG00000055452	
1700086L19Rik	1	ENSMUSG00000071265	
Gm6027	1	ENSMUSG00000083508	
Polr2c	1	ENSMUSG00000031783	
Gm33280	1	ENSMUSG00000102202	
Polr2d	1	ENSMUSG00000024258	
Polr2a	1	ENSMUSG00000005198	
Gm6029	1	ENSMUSG00000116887	
Gm6028	1	ENSMUSG00000101875	
Polr2b	1	ENSMUSG00000029250	
Csprs	1	ENSMUSG00000062783	
Ube2d-ps	1	ENSMUSG00000121496	
Poldip3	1	ENSMUSG00000041815	
Polr2g	1	ENSMUSG00000071662	
Poldip2	1	ENSMUSG00000001100	
Ncbp3	1	ENSMUSG00000020783	
Polr2h	1	ENSMUSG00000021018	
Zfp575	1	ENSMUSG00000066721	
Polr2e	1	ENSMUSG00000004667	
Zfp574	1	ENSMUSG00000045252	
Polr2f	1	ENSMUSG00000033020	
Lin9	1	ENSMUSG00000058729	
Polr2k	1	ENSMUSG00000045996	
Polr2l	1	ENSMUSG00000038489	
Polr2i	1	ENSMUSG00000019738	
4930509G22Rik	1	ENSMUSG00000096959	
Polr2j	1	ENSMUSG00000039771	
Magea13	1	ENSMUSG00000046180	
Sned1	1	ENSMUSG00000047793	
Ms4a3	1	ENSMUSG00000024681	
Mlph	1	ENSMUSG00000026303	
Jpx	1	ENSMUSG00000097571	
Zfp579	1	ENSMUSG00000051550	
Ncbp2	1	ENSMUSG00000022774	
Ms4a7	1	ENSMUSG00000024672	
Ncbp1	1	ENSMUSG00000028330	
Harbi1	1	ENSMUSG00000027243	
Rpl36-ps10	1	ENSMUSG00000084186	
Gm7361	1	ENSMUSG00000059645	
Gm6030	1	ENSMUSG00000062284	
Pthlh	1	ENSMUSG00000048776	
Gm7363	1	ENSMUSG00000083344	
Gm6032	1	ENSMUSG00000116991	
Gm8692	1	ENSMUSG00000082755	
Gigyf1	1	ENSMUSG00000029714	
Gm6031	1	ENSMUSG00000080704	
Gm6034	1	ENSMUSG00000073407	
Gm8697	1	ENSMUSG00000118327	
Rps4x	1	ENSMUSG00000031320	
Polr3a	1	ENSMUSG00000025280	
Gm7367	1	ENSMUSG00000047370	
Cep112it	1	ENSMUSG00000085811	
Gm6035	1	ENSMUSG00000114551	
Gm8696	1	ENSMUSG00000092557	
Nos3	1	ENSMUSG00000028978	
Ercc2	1	ENSMUSG00000030400	
Polr3d	1	ENSMUSG00000000776	
Ercc1	1	ENSMUSG00000003549	
Polr3e	1	ENSMUSG00000030880	
Gm7368	1	ENSMUSG00000110867	
Nos2	1	ENSMUSG00000020826	
Polr3b	1	ENSMUSG00000034453	
Ercc4	1	ENSMUSG00000022545	
Gm6039	1	ENSMUSG00000083736	
Polr3c	1	ENSMUSG00000028099	
Ercc3	1	ENSMUSG00000024382	
Ercc6	1	ENSMUSG00000054051	
Polr3h	1	ENSMUSG00000022476	
Ercc5	1	ENSMUSG00000026048	
Chpt1	1	ENSMUSG00000060002	
Polr3f	1	ENSMUSG00000027427	
Ercc8	1	ENSMUSG00000021694	
Polr3g	1	ENSMUSG00000035834	
Zfp563	1	ENSMUSG00000067424	
Ms4a1	1	ENSMUSG00000024673	
Atxn10	1	ENSMUSG00000016541	
Cort	1	ENSMUSG00000028971	
Zfp560	1	ENSMUSG00000045519	
Polr3k	1	ENSMUSG00000038628	
Polr2m	1	ENSMUSG00000032199	
Zfp566	1	ENSMUSG00000078768	
Rps4l	1	ENSMUSG00000063171	
Zfp568	1	ENSMUSG00000074221	
Timm8a1	1	ENSMUSG00000048007	
Gm7370	1	ENSMUSG00000111920	
Prickle4	1	ENSMUSG00000096549	
Prickle2	1	ENSMUSG00000030020	
Prickle3	1	ENSMUSG00000031145	
Gm6043	1	ENSMUSG00000075245	
Prickle1	1	ENSMUSG00000036158	
Jrk	1	ENSMUSG00000046380	
Gm9910	1	ENSMUSG00000103469	
Gm9913	1	ENSMUSG00000053615	
Gm9917	1	ENSMUSG00000097099	
Gm11914	1	ENSMUSG00000082674	
Gask1a	1	ENSMUSG00000038233	
