NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_INTERNEURON_AXON_GUIDANCE	9		Rejected!	
GOBP_INTERNEURON_MIGRATION	16		Rejected!	
GOBP_INTERPHASE	5		Rejected!	
GOBP_INTERSTRAND_CROSS_LINK_REPAIR	32	32		
GOBP_INTESTINAL_ABSORPTION	43	31		
GOBP_INTESTINAL_EPITHELIAL_CELL_DEVELOPMENT	21	16		
GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION	29	20		
GOBP_INTESTINAL_EPITHELIAL_STRUCTURE_MAINTENANCE	9		Rejected!	
GOBP_INTESTINAL_LIPID_ABSORPTION	22		Rejected!	
GOBP_INTESTINAL_STEM_CELL_HOMEOSTASIS	6		Rejected!	
GOBP_INTESTINE_SMOOTH_MUSCLE_CONTRACTION	10		Rejected!	
GOBP_INTRACELLULAR_AMINO_ACID_HOMEOSTASIS	9		Rejected!	
GOBP_INTRACELLULAR_DISTRIBUTION_OF_MITOCHONDRIA	13		Rejected!	
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	51	46		
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS	177	155		
GOBP_INTRACELLULAR_GLUTAMATE_HOMEOSTASIS	5		Rejected!	
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS	75	62		
GOBP_INTRACELLULAR_LIPID_TRANSPORT	45	43		
GOBP_INTRACELLULAR_MAGNESIUM_ION_HOMEOSTASIS	5		Rejected!	
GOBP_INTRACELLULAR_MONOATOMIC_ANION_HOMEOSTASIS	17		Rejected!	
GOBP_INTRACELLULAR_MRNA_LOCALIZATION	14		Rejected!	
GOBP_INTRACELLULAR_NITROGEN_HOMEOSTASIS	6		Rejected!	
GOBP_INTRACELLULAR_OXYGEN_HOMEOSTASIS	7		Rejected!	
GOBP_INTRACELLULAR_PHOSPHATE_ION_HOMEOSTASIS	11		Rejected!	
GOBP_INTRACELLULAR_PH_ELEVATION	8		Rejected!	
GOBP_INTRACELLULAR_PH_REDUCTION	46	43		
GOBP_INTRACELLULAR_POTASSIUM_ION_HOMEOSTASIS	15		Rejected!	
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	856		Rejected!	
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	328	301		
GOBP_INTRACELLULAR_SODIUM_ION_HOMEOSTASIS	27	21		
GOBP_INTRACELLULAR_SPHINGOLIPID_HOMEOSTASIS	6		Rejected!	
GOBP_INTRACELLULAR_STEROL_TRANSPORT	34	33		
GOBP_INTRACELLULAR_TRANSPORT	1568		Rejected!	
GOBP_INTRACELLULAR_TRANSPORT_OF_VIRUS	5		Rejected!	
GOBP_INTRACELLULAR_TRIGLYCERIDE_HOMEOSTASIS	9		Rejected!	
GOBP_INTRACELLULAR_WATER_HOMEOSTASIS	9		Rejected!	
GOBP_INTRACELLULAR_ZINC_ION_HOMEOSTASIS	28	26		
GOBP_INTRACILIARY_ANTEROGRADE_TRANSPORT	20	20		
GOBP_INTRACILIARY_RETROGRADE_TRANSPORT	16	15		
GOBP_INTRACILIARY_TRANSPORT	53	52		
GOBP_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY	7		Rejected!	
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT	29	28		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	328	315		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	87	86		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	113	112		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	45	45		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	67	64		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	7		Rejected!	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA	13		Rejected!	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	9		Rejected!	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	58	55		
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	567		Rejected!	
GOBP_IODIDE_TRANSPORT	10		Rejected!	
GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	19	17		
GOBP_ION_CHANNEL_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_IP_10_PRODUCTION	12		Rejected!	
GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	15		Rejected!	
GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION	11		Rejected!	
GOBP_IRIS_MORPHOGENESIS	7		Rejected!	
GOBP_IRON_COORDINATION_ENTITY_TRANSPORT	12		Rejected!	
GOBP_IRON_IMPORT_INTO_CELL	10		Rejected!	
GOBP_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT	29	26		
GOBP_IRON_ION_TRANSPORT	60	51		
GOBP_IRON_SULFUR_CLUSTER_ASSEMBLY	27	27		
GOBP_ISG15_PROTEIN_CONJUGATION	5		Rejected!	
GOBP_ISOCITRATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_ISOLEUCINE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_ISOLEUCINE_METABOLIC_PROCESS	8		Rejected!	
GOBP_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	42	33		
GOBP_ISOPRENOID_CATABOLIC_PROCESS	14		Rejected!	
GOBP_ISOPRENOID_METABOLIC_PROCESS	108	79		
GOBP_ISOPRENOID_TRANSPORT	5		Rejected!	
GOBP_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES	8		Rejected!	
GOBP_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES	18	15		
GOBP_I_KAPPAB_PHOSPHORYLATION	19	19		
GOBP_JNK_CASCADE	182	166		
GOBP_JUXTAGLOMERULAR_APPARATUS_DEVELOPMENT	5		Rejected!	
GOBP_KERATAN_SULFATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_KERATINIZATION	60	27		
GOBP_KERATINOCYTE_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_KERATINOCYTE_DEVELOPMENT	17		Rejected!	
GOBP_KERATINOCYTE_DIFFERENTIATION	163	111		
GOBP_KERATINOCYTE_MIGRATION	21	19		
GOBP_KERATINOCYTE_PROLIFERATION	64	54		
GOBP_KETONE_BIOSYNTHETIC_PROCESS	51	41		
GOBP_KETONE_BODY_METABOLIC_PROCESS	10		Rejected!	
GOBP_KETONE_CATABOLIC_PROCESS	11		Rejected!	
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT	156	139		
GOBP_KIDNEY_MESENCHYME_DEVELOPMENT	14		Rejected!	
GOBP_KIDNEY_MORPHOGENESIS	108	92		
GOBP_KILLING_BY_HOST_OF_SYMBIONT_CELLS	27	18		
GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	109	70		
GOBP_KINETOCHORE_ASSEMBLY	16	16		
GOBP_KINETOCHORE_ORGANIZATION	20	20		
GOBP_KYNURENINE_METABOLIC_PROCESS	9		Rejected!	
GOBP_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT	27	25		
GOBP_LABYRINTHINE_LAYER_DEVELOPMENT	62	57		
GOBP_LABYRINTHINE_LAYER_MORPHOGENESIS	28	27		
GOBP_LACRIMAL_GLAND_DEVELOPMENT	7		Rejected!	
GOBP_LACTATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_LACTATE_METABOLIC_PROCESS	22	21		
GOBP_LACTATE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_LACTATE_TRANSPORT	6		Rejected!	
GOBP_LACTATION	60	34		
GOBP_LAMELLIPODIUM_ASSEMBLY	73	68		
GOBP_LAMELLIPODIUM_MORPHOGENESIS	16	16		
GOBP_LAMELLIPODIUM_ORGANIZATION	92	87		
GOBP_LATERAL_MESODERM_DEVELOPMENT	18	15		
GOBP_LATERAL_SPROUTING_FROM_AN_EPITHELIUM	13		Rejected!	
GOBP_LATERAL_VENTRICLE_DEVELOPMENT	14		Rejected!	
GOBP_LATE_ENDOSOME_TO_GOLGI_TRANSPORT	5		Rejected!	
GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT	19	19		
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT	27	26		
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	16	16		
GOBP_LATE_NUCLEOPHAGY	8		Rejected!	
GOBP_LAURIC_ACID_METABOLIC_PROCESS	8		Rejected!	
GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX	16	16		
GOBP_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING	10		Rejected!	
GOBP_LEARNING	192	175		
GOBP_LEFT_RIGHT_AXIS_SPECIFICATION	13		Rejected!	
GOBP_LEFT_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	5		Rejected!	
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	91	76		
GOBP_LENS_FIBER_CELL_DEVELOPMENT	15		Rejected!	
GOBP_LENS_FIBER_CELL_DIFFERENTIATION	37	32		
GOBP_LENS_FIBER_CELL_MORPHOGENESIS	7		Rejected!	
GOBP_LENS_INDUCTION_IN_CAMERA_TYPE_EYE	7		Rejected!	
GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	28	25		
GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY	11		Rejected!	
GOBP_LEPTOTENE	6		Rejected!	
GOBP_LEUCINE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_LEUCINE_METABOLIC_PROCESS	8		Rejected!	
GOBP_LEUKEMIA_INHIBITORY_FACTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	53	50		
GOBP_LEUKOCYTE_ADHESION_TO_ARTERIAL_ENDOTHELIAL_CELL	5		Rejected!	
GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	54	48		
GOBP_LEUKOCYTE_AGGREGATION	19	17		
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	157	125		
GOBP_LEUKOCYTE_CELL_CELL_ADHESION	445	388		
GOBP_LEUKOCYTE_CHEMOTAXIS	241	211		
GOBP_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE	8		Rejected!	
GOBP_LEUKOCYTE_DEGRANULATION	94	77		
GOBP_LEUKOCYTE_DIFFERENTIATION	701		Rejected!	
GOBP_LEUKOCYTE_HOMEOSTASIS	141	132		
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	176	131		
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	593	385		
GOBP_LEUKOCYTE_MIGRATION	397	350		
GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	27	23		
GOBP_LEUKOCYTE_PROLIFERATION	425	350		
GOBP_LEUKOCYTE_TETHERING_OR_ROLLING	38	32		
GOBP_LEUKOTRIENE_B4_METABOLIC_PROCESS	5		Rejected!	
GOBP_LEUKOTRIENE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_LEUKOTRIENE_CATABOLIC_PROCESS	7		Rejected!	
GOBP_LEUKOTRIENE_METABOLIC_PROCESS	23	20		
GOBP_LEUKOTRIENE_TRANSPORT	6		Rejected!	
GOBP_LEYDIG_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY	32	29		
GOBP_LIGHT_ADAPTION	5		Rejected!	
GOBP_LIMBIC_SYSTEM_DEVELOPMENT	119	103		
GOBP_LIMB_BUD_FORMATION	9		Rejected!	
GOBP_LIMB_JOINT_MORPHOGENESIS	5		Rejected!	
GOBP_LINOLEIC_ACID_METABOLIC_PROCESS	33	16		
GOBP_LIPID_BIOSYNTHETIC_PROCESS	695		Rejected!	
GOBP_LIPID_CATABOLIC_PROCESS	345	279		
GOBP_LIPID_DIGESTION	20		Rejected!	
GOBP_LIPID_DROPLET_DISASSEMBLY	7		Rejected!	
GOBP_LIPID_DROPLET_FORMATION	14		Rejected!	
GOBP_LIPID_DROPLET_ORGANIZATION	37	36		
GOBP_LIPID_EXPORT_FROM_CELL	59	49		
GOBP_LIPID_GLYCOSYLATION	15		Rejected!	
GOBP_LIPID_HOMEOSTASIS	184	152		
GOBP_LIPID_HYDROXYLATION	8		Rejected!	
GOBP_LIPID_IMPORT_INTO_CELL	24	22		
GOBP_LIPID_LOCALIZATION	500	438		
GOBP_LIPID_METABOLIC_PROCESS	1456		Rejected!	
GOBP_LIPID_MODIFICATION	207	181		
GOBP_LIPID_OXIDATION	125	112		
GOBP_LIPID_PHOSPHORYLATION	11		Rejected!	
GOBP_LIPID_STORAGE	101	90		
GOBP_LIPID_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER	5		Rejected!	
GOBP_LIPOPHAGY	7		Rejected!	
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	59	56		
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	103	99		
GOBP_LIPOPROTEIN_CATABOLIC_PROCESS	17	17		
GOBP_LIPOPROTEIN_LOCALIZATION	20	18		
GOBP_LIPOPROTEIN_METABOLIC_PROCESS	137	128		
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS	96	92		
GOBP_LIPOXIN_A4_METABOLIC_PROCESS	5		Rejected!	
GOBP_LIPOXIN_METABOLIC_PROCESS	6		Rejected!	
GOBP_LIPOXYGENASE_PATHWAY	11		Rejected!	
GOBP_LIVER_MORPHOGENESIS	36	34		
GOBP_LIVER_REGENERATION	13		Rejected!	
GOBP_LOBAR_BRONCHUS_DEVELOPMENT	7		Rejected!	
GOBP_LOCALIZATION_WITHIN_MEMBRANE	724		Rejected!	
GOBP_LOCOMOTION	1306		Rejected!	
GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	16		Rejected!	
GOBP_LOCOMOTORY_BEHAVIOR	272	243		
GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR	21	21		
GOBP_LOCOMOTOR_RHYTHM	22	19		
GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	24	21		
GOBP_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	10		Rejected!	
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	12		Rejected!	
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	19	17		
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	128	76		
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT	67	55		
GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS	11		Rejected!	
GOBP_LONG_TERM_MEMORY	43	41		
GOBP_LONG_TERM_SYNAPTIC_DEPRESSION	39	36		
GOBP_LONG_TERM_SYNAPTIC_POTENTIATION	258	123		
GOBP_LOOP_OF_HENLE_DEVELOPMENT	10		Rejected!	
GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	24	23		
GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	13		Rejected!	
GOBP_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS	6		Rejected!	
GOBP_LUNG_ALVEOLUS_DEVELOPMENT	68	62		
GOBP_LUNG_ASSOCIATED_MESENCHYME_DEVELOPMENT	10		Rejected!	
GOBP_LUNG_CELL_DIFFERENTIATION	39	35		
GOBP_LUNG_EPITHELIUM_DEVELOPMENT	58	54		
GOBP_LUNG_GOBLET_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_LUNG_GROWTH	7		Rejected!	
GOBP_LUNG_LOBE_DEVELOPMENT	9		Rejected!	
GOBP_LUNG_MORPHOGENESIS	74	68		
GOBP_LUNG_SACCULE_DEVELOPMENT	14		Rejected!	
GOBP_LUNG_SECRETORY_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_LUNG_VASCULATURE_DEVELOPMENT	12		Rejected!	
GOBP_LUTEINIZATION	15		Rejected!	
GOBP_LUTEINIZING_HORMONE_SECRETION	12		Rejected!	
GOBP_LYMPHATIC_ENDOTHELIAL_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_LYMPHOCYTE_ACTIVATION	916		Rejected!	
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	227	186		
GOBP_LYMPHOCYTE_AGGREGATION	5		Rejected!	
GOBP_LYMPHOCYTE_ANERGY	9		Rejected!	
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS	113	92		
GOBP_LYMPHOCYTE_CHEMOTAXIS	55	49		
GOBP_LYMPHOCYTE_COSTIMULATION	34	30		
GOBP_LYMPHOCYTE_HOMEOSTASIS	95	89		
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	475	285		
GOBP_LYMPHOCYTE_MIGRATION	111	101		
GOBP_LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS	9		Rejected!	
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	27	25		
GOBP_LYMPH_NODE_DEVELOPMENT	31	27		
GOBP_LYMPH_VESSEL_DEVELOPMENT	32	32		
GOBP_LYMPH_VESSEL_MORPHOGENESIS	24	24		
GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION	13		Rejected!	
GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION	15	15		
GOBP_LYSOSOMAL_MICROAUTOPHAGY	13		Rejected!	
GOBP_LYSOSOMAL_TRANSPORT	126	122		
GOBP_LYTIC_VACUOLE_ORGANIZATION	100	97		
GOBP_L_ALANINE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_L_ALANINE_TRANSPORT	11		Rejected!	
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	69	65		
GOBP_L_AMINO_ACID_TRANSPORT	87	81		
GOBP_L_ARGININE_IMPORT_ACROSS_PLASMA_MEMBRANE	8		Rejected!	
GOBP_L_ASCORBIC_ACID_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_L_ASCORBIC_ACID_METABOLIC_PROCESS	10		Rejected!	
GOBP_L_ASPARTATE_IMPORT_ACROSS_PLASMA_MEMBRANE	6		Rejected!	
GOBP_L_CYSTINE_TRANSPORT	5		Rejected!	
GOBP_L_GLUTAMATE_IMPORT	39	37		
GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	17	16		
GOBP_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT	28	26		
GOBP_L_GLUTAMINE_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_L_HISTIDINE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_L_LYSINE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_L_LYSINE_TRANSPORT	7		Rejected!	
GOBP_L_METHIONINE_SALVAGE_FROM_METHYLTHIOADENOSINE	5		Rejected!	
GOBP_L_PHENYLALANINE_METABOLIC_PROCESS	10		Rejected!	
GOBP_L_SERINE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_L_SERINE_METABOLIC_PROCESS	10		Rejected!	
GOBP_L_SERINE_TRANSPORT	5		Rejected!	
GOBP_MACROAUTOPHAGY	268	266		
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	1452		Rejected!	
GOBP_MACROMOLECULE_METHYLATION	219	206		
GOBP_MACROPHAGE_ACTIVATION	112	101		
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	21	19		
GOBP_MACROPHAGE_APOPTOTIC_PROCESS	12		Rejected!	
GOBP_MACROPHAGE_CHEMOTAXIS	47	42		
GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	5		Rejected!	
GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_MACROPHAGE_CYTOKINE_PRODUCTION	52	47		
GOBP_MACROPHAGE_DIFFERENTIATION	60	56		
GOBP_MACROPHAGE_FUSION	8		Rejected!	
GOBP_MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION	7		Rejected!	
GOBP_MACROPHAGE_MIGRATION	67	62		
GOBP_MACROPHAGE_PROLIFERATION	12		Rejected!	
GOBP_MACROPINOCYTOSIS	9		Rejected!	
GOBP_MAGNESIUM_ION_HOMEOSTASIS	16		Rejected!	
GOBP_MAGNESIUM_ION_TRANSPORT	17	17		
GOBP_MAINTENANCE_OF_ANIMAL_ORGAN_IDENTITY	5		Rejected!	
GOBP_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY	11		Rejected!	
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	20	20		
GOBP_MAINTENANCE_OF_CELL_NUMBER	218	198		
GOBP_MAINTENANCE_OF_CELL_POLARITY	18	18		
GOBP_MAINTENANCE_OF_CENTROSOME_LOCATION	6		Rejected!	
GOBP_MAINTENANCE_OF_DNA_REPEAT_ELEMENTS	6		Rejected!	
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	24	15		
GOBP_MAINTENANCE_OF_LENS_TRANSPARENCY	8		Rejected!	
GOBP_MAINTENANCE_OF_LOCATION	375	327		
GOBP_MAINTENANCE_OF_LOCATION_IN_CELL	250	215		
GOBP_MAINTENANCE_OF_ORGANELLE_LOCATION	13		Rejected!	
GOBP_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE	9		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM	13		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	44	43		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION	106	102		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	72	70		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION	7		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION	5		Rejected!	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS	25	24		
GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	14		Rejected!	
GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE	28	27		
GOBP_MALATE_ASPARTATE_SHUTTLE	5		Rejected!	
GOBP_MALATE_METABOLIC_PROCESS	8		Rejected!	
GOBP_MALE_ANATOMICAL_STRUCTURE_MORPHOGENESIS	5		Rejected!	
GOBP_MALE_GAMETE_GENERATION	696	500		
GOBP_MALE_GENITALIA_DEVELOPMENT	22		Rejected!	
GOBP_MALE_MATING_BEHAVIOR	12		Rejected!	
GOBP_MALE_MEIOSIS_I	29	23		
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	61	48		
GOBP_MALE_SEX_DETERMINATION	16		Rejected!	
GOBP_MALE_SEX_DIFFERENTIATION	186	133		
GOBP_MAMMALIAN_OOGENESIS_STAGE	13		Rejected!	
GOBP_MAMMARY_DUCT_TERMINAL_END_BUD_GROWTH	7		Rejected!	
GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT	22	20		
GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY	7		Rejected!	
GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_THELARCHE	6		Rejected!	
GOBP_MAMMARY_GLAND_DEVELOPMENT	165	131		
GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS	41	39		
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION	18	16		
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	33	31		
GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT	79	74		
GOBP_MAMMARY_GLAND_FORMATION	9		Rejected!	
GOBP_MAMMARY_GLAND_INVOLUTION	11		Rejected!	
GOBP_MAMMARY_GLAND_MORPHOGENESIS	60	58		
GOBP_MANCHETTE_ASSEMBLY	7		Rejected!	
GOBP_MANGANESE_ION_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_MANGANESE_ION_TRANSPORT	13		Rejected!	
GOBP_MANNOSE_METABOLIC_PROCESS	11		Rejected!	
GOBP_MANNOSYLATION	22	22		
GOBP_MAPK_CASCADE	827		Rejected!	
GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_MAST_CELL_ACTIVATION	95	77		
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	68	55		
GOBP_MAST_CELL_CHEMOTAXIS	14		Rejected!	
GOBP_MAST_CELL_CYTOKINE_PRODUCTION	9		Rejected!	
GOBP_MAST_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_MAST_CELL_HOMEOSTASIS	7		Rejected!	
GOBP_MAST_CELL_MIGRATION	17	17		
GOBP_MAST_CELL_PROLIFERATION	9		Rejected!	
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	36	33		
GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	51	46		
GOBP_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION	6		Rejected!	
GOBP_MATING_BEHAVIOR	51	38		
GOBP_MATURATION_OF_5_8S_RRNA	35	35		
GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	24	24		
GOBP_MATURATION_OF_LSU_RRNA	30	30		
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	18	18		
GOBP_MATURATION_OF_SSU_RRNA	47	47		
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	33	33		
GOBP_MATURE_B_CELL_DIFFERENTIATION	43	40		
GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	34	32		
GOBP_MDA_5_SIGNALING_PATHWAY	8		Rejected!	
GOBP_MECHANORECEPTOR_DIFFERENTIATION	96	84		
GOBP_MECHANOSENSORY_BEHAVIOR	16		Rejected!	
