NAME	TITLE	SCORE	
Dgka	diacylglycerol kinase, alpha [Source:MGI Symbol;Acc:MGI:102952]	1.0720025	
Gm20939	predicted gene, 20939 [Source:MGI Symbol;Acc:MGI:5434295]	1.0712783	
Spata13	spermatogenesis associated 13 [Source:MGI Symbol;Acc:MGI:104838]	1.0707446	
S1pr2	sphingosine-1-phosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99569]	1.0705216	
Zkscan4	zinc finger with KRAB and SCAN domains 4 [Source:MGI Symbol;Acc:MGI:3649412]	1.0703778	
Ctla2b	cytotoxic T lymphocyte-associated protein 2 beta [Source:MGI Symbol;Acc:MGI:88555]	1.0698797	
Tafa3	TAFA chemokine like family member 3 [Source:MGI Symbol;Acc:MGI:3046463]	1.0697744	
Arpc3	actin related protein 2/3 complex, subunit 3 [Source:MGI Symbol;Acc:MGI:1928375]	1.0695974	
Ddx19b	DEAD box helicase 19b [Source:MGI Symbol;Acc:MGI:2148251]	1.0694605	
Mbtd1	mbt domain containing 1 [Source:MGI Symbol;Acc:MGI:2143977]	1.0680037	
Pira2	paired-Ig-like receptor A2 [Source:MGI Symbol;Acc:MGI:1195970]	1.0674509	
Lims1	LIM and senescent cell antigen-like domains 1 [Source:MGI Symbol;Acc:MGI:1195263]	1.0669457	
Atxn7l3	ataxin 7-like 3 [Source:MGI Symbol;Acc:MGI:3036270]	1.066625	
Grap2	GRB2-related adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1333842]	1.0659161	
Pcna-ps2	proliferating cell nuclear antigen pseudogene 2 [Source:MGI Symbol;Acc:MGI:97505]	1.0649005	
Smagp	small cell adhesion glycoprotein [Source:MGI Symbol;Acc:MGI:2448476]	1.0648423	
Gpr155	G protein-coupled receptor 155 [Source:MGI Symbol;Acc:MGI:1915776]	1.0635091	
Tlr3	toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367]	1.0630689	
Cpsf4	cleavage and polyadenylation specific factor 4 [Source:MGI Symbol;Acc:MGI:1861602]	1.0630057	
Tgfbrap1	transforming growth factor, beta receptor associated protein 1 [Source:MGI Symbol;Acc:MGI:2447427]	1.0629454	
Scyl3	SCY1-like 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1921385]	1.062876	
Prmt9	protein arginine methyltransferase 9 [Source:MGI Symbol;Acc:MGI:2142651]	1.0625911	
Spred1	sprouty protein with EVH-1 domain 1, related sequence [Source:MGI Symbol;Acc:MGI:2150016]	1.0625442	
Slc8a1	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:MGI Symbol;Acc:MGI:107956]	1.0614573	
Gm28417	predicted gene 28417 [Source:MGI Symbol;Acc:MGI:5579123]	1.0610796	
Mir1938	microRNA 1938 [Source:MGI Symbol;Acc:MGI:3836976]	1.0610374	
Col27a1	collagen, type XXVII, alpha 1 [Source:MGI Symbol;Acc:MGI:2672118]	1.0600996	
Xlr	X-linked lymphocyte-regulated [Source:MGI Symbol;Acc:MGI:98976]	1.0597502	
Gm4977	predicted gene 4977 [Source:MGI Symbol;Acc:MGI:3648666]	1.0595031	
Zfp821	zinc finger protein 821 [Source:MGI Symbol;Acc:MGI:1923121]	1.0594602	
Nrm	nurim (nuclear envelope membrane protein) [Source:MGI Symbol;Acc:MGI:2146855]	1.0593166	
Majin	membrane anchored junction protein [Source:MGI Symbol;Acc:MGI:1923913]	1.0591433	
Tet3	tet methylcytosine dioxygenase 3 [Source:MGI Symbol;Acc:MGI:2446229]	1.0587469	
Ifnar2	interferon (alpha and beta) receptor 2 [Source:MGI Symbol;Acc:MGI:1098243]	1.0586933	
Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha [Source:MGI Symbol;Acc:MGI:104741]	1.0578926	
Fbxw17	F-box and WD-40 domain protein 17 [Source:MGI Symbol;Acc:MGI:1923584]	1.0578291	
Zscan29	zinc finger SCAN domains 29 [Source:MGI Symbol;Acc:MGI:2139317]	1.0577472	
Acp5	acid phosphatase 5, tartrate resistant [Source:MGI Symbol;Acc:MGI:87883]	1.0577172	
Klhl35	kelch-like 35 [Source:MGI Symbol;Acc:MGI:1919434]	1.0576239	
Urm1	ubiquitin related modifier 1 [Source:MGI Symbol;Acc:MGI:1915455]	1.0567367	
Casp2	caspase 2 [Source:MGI Symbol;Acc:MGI:97295]	1.0562885	
Sh3bgrl3	SH3 domain binding glutamic acid-rich protein-like 3 [Source:MGI Symbol;Acc:MGI:1920973]	1.0561905	
Kdm2b	lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737]	1.0560397	
Pianp	PILR alpha associated neural protein [Source:MGI Symbol;Acc:MGI:2441908]	1.0558685	
Amdhd1	amidohydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1919011]	1.0557641	
Fam133b	family with sequence similarity 133, member B [Source:MGI Symbol;Acc:MGI:1915402]	1.0556568	
Slc22a19	solute carrier family 22 (organic anion transporter), member 19 [Source:MGI Symbol;Acc:MGI:2442751]	1.0552343	
Tlr12	toll-like receptor 12 [Source:MGI Symbol;Acc:MGI:3045221]	1.0551409	
Csf3r	colony stimulating factor 3 receptor (granulocyte) [Source:MGI Symbol;Acc:MGI:1339755]	1.0540509	
Cmtm3	CKLF-like MARVEL transmembrane domain containing 3 [Source:MGI Symbol;Acc:MGI:2447162]	1.0522263	
Nsf	N-ethylmaleimide sensitive fusion protein [Source:MGI Symbol;Acc:MGI:104560]	1.0521929	
Cd300ld2	CD300 molecule like family member D2 [Source:MGI Symbol;Acc:MGI:3649405]	1.0521393	
Zfp839	zinc finger protein 839 [Source:MGI Symbol;Acc:MGI:1920055]	1.0520426	
Cela1	chymotrypsin-like elastase family, member 1 [Source:MGI Symbol;Acc:MGI:95314]	1.051995	
Slamf8	SLAM family member 8 [Source:MGI Symbol;Acc:MGI:1921998]	1.0518094	
Gm5578	predicted pseudogene 5578 [Source:MGI Symbol;Acc:MGI:3645010]	1.0498806	
Cox6a2	cytochrome c oxidase subunit 6A2 [Source:MGI Symbol;Acc:MGI:104649]	1.0494758	
Ewsr1	Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]	1.0491909	
Myo15a	myosin XVA [Source:MGI Symbol;Acc:MGI:1261811]	1.0489699	
1110035H17Rik	RIKEN cDNA 1110035H17 gene [Source:MGI Symbol;Acc:MGI:1915936]	1.0489111	
Pxdc1	PX domain containing 1 [Source:MGI Symbol;Acc:MGI:1914145]	1.0488259	
Tut7	terminal uridylyl transferase 7 [Source:MGI Symbol;Acc:MGI:2387179]	1.0486056	
Tyk2	tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:1929470]	1.0471842	
Ifnar1	interferon (alpha and beta) receptor 1 [Source:MGI Symbol;Acc:MGI:107658]	1.0468341	
Gm13840	predicted gene 13840 [Source:MGI Symbol;Acc:MGI:3649479]	1.0451763	
Sirpb1b	signal-regulatory protein beta 1B [Source:MGI Symbol;Acc:MGI:3779828]	1.044752	
Nagpa	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:MGI Symbol;Acc:MGI:1351598]	1.0445367	
Ptbp3	polypyrimidine tract binding protein 3 [Source:MGI Symbol;Acc:MGI:1923334]	1.0433843	
Neurl1a	neuralized E3 ubiquitin protein ligase 1A [Source:MGI Symbol;Acc:MGI:1334263]	1.0432625	
Cd302	CD302 antigen [Source:MGI Symbol;Acc:MGI:1913455]	1.042947	
Flt1	FMS-like tyrosine kinase 1 [Source:MGI Symbol;Acc:MGI:95558]	1.0426986	
Rpl27-ps2	ribosomal protein L27, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3649792]	1.0425217	
Mblac1	metallo-beta-lactamase domain containing 1 [Source:MGI Symbol;Acc:MGI:2679717]	1.0423598	
Fli1	Friend leukemia integration 1 [Source:MGI Symbol;Acc:MGI:95554]	1.0423349	
Slc25a45	solute carrier family 25, member 45 [Source:MGI Symbol;Acc:MGI:2147731]	1.0422394	
Ccdc71l	coiled-coil domain containing 71 like [Source:MGI Symbol;Acc:MGI:1919373]	1.0421376	
Ssh3	slingshot protein phosphatase 3 [Source:MGI Symbol;Acc:MGI:2683546]	1.0419738	
B3glct	beta-3-glucosyltransferase [Source:MGI Symbol;Acc:MGI:2685903]	1.041136	
Lmo2	LIM domain only 2 [Source:MGI Symbol;Acc:MGI:102811]	1.0407822	
Fut11	fucosyltransferase 11 [Source:MGI Symbol;Acc:MGI:1920318]	1.0406407	
Laptm5	lysosomal-associated protein transmembrane 5 [Source:MGI Symbol;Acc:MGI:108046]	1.0406286	
Cdyl2	chromodomain protein, Y chromosome-like 2 [Source:MGI Symbol;Acc:MGI:1923046]	1.0405284	
Gm6506	predicted gene 6506 [Source:MGI Symbol;Acc:MGI:3645107]	1.040078	
Kmt5c	lysine methyltransferase 5C [Source:MGI Symbol;Acc:MGI:2385262]	1.0397583	
Stfa3	stefin A3 [Source:MGI Symbol;Acc:MGI:106196]	1.0392118	
Helb	helicase (DNA) B [Source:MGI Symbol;Acc:MGI:2152895]	1.0390247	
Cbfb	core binding factor beta [Source:MGI Symbol;Acc:MGI:99851]	1.0386707	
1700028J19Rik	RIKEN cDNA 1700028J19 gene [Source:MGI Symbol;Acc:MGI:1917254]	1.0384651	
Slc26a9	solute carrier family 26, member 9 [Source:MGI Symbol;Acc:MGI:2444594]	1.0378418	
Gm33142	predicted gene, 33142 [Source:MGI Symbol;Acc:MGI:5592301]	1.0368512	
Gvin1	GTPase, very large interferon inducible 1 [Source:MGI Symbol;Acc:MGI:1921808]	1.0367632	
Meis3	Meis homeobox 3 [Source:MGI Symbol;Acc:MGI:108519]	1.036119	
Bbs4	Bardet-Biedl syndrome 4 (human) [Source:MGI Symbol;Acc:MGI:2143311]	1.0361116	
Lin9	lin-9 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:1919818]	1.0352879	
Cklf	chemokine-like factor [Source:MGI Symbol;Acc:MGI:1922708]	1.0351495	
Akap10	A kinase (PRKA) anchor protein 10 [Source:MGI Symbol;Acc:MGI:1890218]	1.0349411	
Nadk	NAD kinase [Source:MGI Symbol;Acc:MGI:2183149]	1.0347655	
Fam78a	family with sequence similarity 78, member A [Source:MGI Symbol;Acc:MGI:2443569]	1.0341388	
Tmem131l	transmembrane 131 like [Source:MGI Symbol;Acc:MGI:2443399]	1.0340391	
Dennd2c	DENN domain containing 2C [Source:MGI Symbol;Acc:MGI:3036254]	1.033933	
Gm14925	predicted gene 14925 [Source:MGI Symbol;Acc:MGI:3801742]	1.0334433	
Utp6	UTP6 small subunit processome component [Source:MGI Symbol;Acc:MGI:2445193]	1.0329952	
Abca9	ATP-binding cassette, sub-family A (ABC1), member 9 [Source:MGI Symbol;Acc:MGI:2386796]	1.0328618	
Slc43a2	solute carrier family 43, member 2 [Source:MGI Symbol;Acc:MGI:2442746]	1.032694	
Rcc2	regulator of chromosome condensation 2 [Source:MGI Symbol;Acc:MGI:1919784]	1.0321983	
Gm15537	predicted gene 15537 [Source:MGI Symbol;Acc:MGI:3782985]	1.0320652	
Mamdc2	MAM domain containing 2 [Source:MGI Symbol;Acc:MGI:1918988]	1.0318213	
Ms4a4a	membrane-spanning 4-domains, subfamily A, member 4A [Source:MGI Symbol;Acc:MGI:3643932]	1.0317334	
Gm23613	predicted gene, 23613 [Source:MGI Symbol;Acc:MGI:5453390]	1.0315717	
Nemp2	nuclear envelope integral membrane protein 2 [Source:MGI Symbol;Acc:MGI:2444113]	1.031409	
Gm9214	predicted gene 9214 [Source:MGI Symbol;Acc:MGI:3644936]	1.031043	
Capn3	calpain 3 [Source:MGI Symbol;Acc:MGI:107437]	1.0309099	
Plcl2	phospholipase C-like 2 [Source:MGI Symbol;Acc:MGI:1352756]	1.0308858	
Gm14052	predicted gene 14052 [Source:MGI Symbol;Acc:MGI:3650009]	1.030428	
Gm6579	predicted gene 6579 [Source:MGI Symbol;Acc:MGI:3643038]	1.0303414	
Trim72	tripartite motif-containing 72 [Source:MGI Symbol;Acc:MGI:3612190]	1.0288843	
Pacc1	proton activated chloride channel 1 [Source:MGI Symbol;Acc:MGI:1914200]	1.0285709	
Zbtb42	zinc finger and BTB domain containing 42 [Source:MGI Symbol;Acc:MGI:3644133]	1.0272431	
Susd3	sushi domain containing 3 [Source:MGI Symbol;Acc:MGI:1913579]	1.0271076	
Zfp120	zinc finger protein 120 [Source:MGI Symbol;Acc:MGI:1345179]	1.0263258	
Gm32031	predicted gene, 32031 [Source:MGI Symbol;Acc:MGI:5591190]	1.0262724	
Vps37b	vacuolar protein sorting 37B [Source:MGI Symbol;Acc:MGI:1916724]	1.0261285	
Slc25a30	solute carrier family 25, member 30 [Source:MGI Symbol;Acc:MGI:1914804]	1.0260196	
Gadd45g	growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]	1.0256658	
AU020206	expressed sequence AU020206 [Source:MGI Symbol;Acc:MGI:2142134]	1.0247915	
Mtmr12	myotubularin related protein 12 [Source:MGI Symbol;Acc:MGI:2443034]	1.0247029	
Tnpo1	transportin 1 [Source:MGI Symbol;Acc:MGI:2681523]	1.0243864	
Gm6141	predicted pseudogene 6141 [Source:MGI Symbol;Acc:MGI:3646012]	1.0238858	
Adprh	ADP-ribosylarginine hydrolase [Source:MGI Symbol;Acc:MGI:1098234]	1.0237801	
Chst11	carbohydrate sulfotransferase 11 [Source:MGI Symbol;Acc:MGI:1927166]	1.0210936	
Inpp5k	inositol polyphosphate 5-phosphatase K [Source:MGI Symbol;Acc:MGI:1194899]	1.0210348	
Gm19076	predicted gene, 19076 [Source:MGI Symbol;Acc:MGI:5011261]	1.0208855	
Gpr183	G protein-coupled receptor 183 [Source:MGI Symbol;Acc:MGI:2442034]	1.0208818	
Atf6b	activating transcription factor 6 beta [Source:MGI Symbol;Acc:MGI:105121]	1.0206946	
Eed	embryonic ectoderm development [Source:MGI Symbol;Acc:MGI:95286]	1.0205663	
Akr1b10	aldo-keto reductase family 1, member B10 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1915111]	1.0201358	
Ano8	anoctamin 8 [Source:MGI Symbol;Acc:MGI:2687327]	1.0200593	
B3galt4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1859517]	1.0194886	
Psmc5	protease (prosome, macropain) 26S subunit, ATPase 5 [Source:MGI Symbol;Acc:MGI:105047]	1.0194288	
Gm6630	predicted pseudogene 6630 [Source:MGI Symbol;Acc:MGI:3644672]	1.0194174	
Arsk	arylsulfatase K [Source:MGI Symbol;Acc:MGI:1924291]	1.0190918	
Slc7a6os	solute carrier family 7, member 6 opposite strand [Source:MGI Symbol;Acc:MGI:1916951]	1.0189445	
Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian) [Source:MGI Symbol;Acc:MGI:96911]	1.0186677	
Nop53	NOP53 ribosome biogenesis factor [Source:MGI Symbol;Acc:MGI:2154441]	1.0185108	
Parp2	poly (ADP-ribose) polymerase family, member 2 [Source:MGI Symbol;Acc:MGI:1341112]	1.0182729	
Rabep1	rabaptin, RAB GTPase binding effector protein 1 [Source:MGI Symbol;Acc:MGI:1860236]	1.0179807	
Rdm1	RAD52 motif 1 [Source:MGI Symbol;Acc:MGI:1913849]	1.0164384	
Gm19680	predicted gene, 19680 [Source:MGI Symbol;Acc:MGI:5011865]	1.0162754	
Ulbp1	UL16 binding protein 1 [Source:MGI Symbol;Acc:MGI:1925027]	1.0149981	
F630028O10Rik	RIKEN cDNA F630028O10 gene [Source:MGI Symbol;Acc:MGI:3641813]	1.0142838	
Khdc4	KH domain containing 4, pre-mRNA splicing factor [Source:MGI Symbol;Acc:MGI:1921450]	1.0139415	
Chaserr	CHD2 adjacent suppressive regulatory RNA [Source:MGI Symbol;Acc:MGI:1916420]	1.0136589	
Gm8494	predicted gene 8494 [Source:MGI Symbol;Acc:MGI:3645114]	1.0135065	
Tspan14	tetraspanin 14 [Source:MGI Symbol;Acc:MGI:1196325]	1.0129482	
Gtpbp1	GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:109443]	1.012936	
BC024139	cDNA sequence BC024139 [Source:MGI Symbol;Acc:MGI:2442591]	1.012704	
Gm20100	predicted gene, 20100 [Source:MGI Symbol;Acc:MGI:5012285]	1.0123869	
Gm43464	predicted gene 43464 [Source:MGI Symbol;Acc:MGI:5663601]	1.0107889	
Gab3	growth factor receptor bound protein 2-associated protein 3 [Source:MGI Symbol;Acc:MGI:2387324]	1.010673	
Gm7887	predicted gene 7887 [Source:MGI Symbol;Acc:MGI:3648251]	1.0097414	
Dusp11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting) [Source:MGI Symbol;Acc:MGI:1919352]	1.0095304	
Gm15928	predicted gene 15928 [Source:MGI Symbol;Acc:MGI:3802091]	1.0091264	
Cyp4f39	cytochrome P450, family 4, subfamily f, polypeptide 39 [Source:MGI Symbol;Acc:MGI:2445210]	1.008801	
Mir142hg	Mir142 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1925841]	1.0087543	
Ctu1	cytosolic thiouridylase subunit 1 [Source:MGI Symbol;Acc:MGI:2385277]	1.0080345	
Sorl1	sortilin-related receptor, LDLR class A repeats-containing [Source:MGI Symbol;Acc:MGI:1202296]	1.0078715	
Gm13310	predicted gene 13310 [Source:MGI Symbol;Acc:MGI:3650665]	1.0076668	
Rsbn1	rosbin, round spermatid basic protein 1 [Source:MGI Symbol;Acc:MGI:2444993]	1.0076379	
Gm15667	predicted gene 15667 [Source:MGI Symbol;Acc:MGI:3783109]	1.0075401	
Rnf180	ring finger protein 180 [Source:MGI Symbol;Acc:MGI:1919066]	1.0073225	
0610039K10Rik	RIKEN cDNA 0610039K10 gene [Source:MGI Symbol;Acc:MGI:1915636]	1.0071446	
Gm15753	predicted gene 15753 [Source:MGI Symbol;Acc:MGI:3783195]	1.0069538	
Mier2	MIER family member 2 [Source:MGI Symbol;Acc:MGI:1917677]	1.0063452	
Mical2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:2444947]	1.0054302	
Abi1	abl interactor 1 [Source:MGI Symbol;Acc:MGI:104913]	1.0052216	
Dph2	DPH2 homolog [Source:MGI Symbol;Acc:MGI:1914978]	1.0051916	
Cant1	calcium activated nucleotidase 1 [Source:MGI Symbol;Acc:MGI:1923275]	1.0051224	
Atp6ap1	ATPase, H+ transporting, lysosomal accessory protein 1 [Source:MGI Symbol;Acc:MGI:109629]	1.0048767	
Tmem87a	transmembrane protein 87A [Source:MGI Symbol;Acc:MGI:2441844]	1.0045049	
Nhlrc2	NHL repeat containing 2 [Source:MGI Symbol;Acc:MGI:1914116]	1.0042024	
Plekho2	pleckstrin homology domain containing, family O member 2 [Source:MGI Symbol;Acc:MGI:2143132]	1.0038766	
Dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33 [Source:MGI Symbol;Acc:MGI:2445102]	1.0037487	
Ankfy1	ankyrin repeat and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:1337008]	1.0033519	
Gm35154	predicted gene, 35154 [Source:MGI Symbol;Acc:MGI:5594313]	1.0026577	
Hyls1	HYLS1, centriolar and ciliogenesis associated [Source:MGI Symbol;Acc:MGI:1924082]	1.0017245	
Serinc3	serine incorporator 3 [Source:MGI Symbol;Acc:MGI:1349457]	1.0016841	
Mmp25	matrix metallopeptidase 25 [Source:MGI Symbol;Acc:MGI:2443938]	1.0014442	
Minar1	membrane integral NOTCH2 associated receptor 1 [Source:MGI Symbol;Acc:MGI:2667167]	1.0011119	
Galntl6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6 [Source:MGI Symbol;Acc:MGI:1913581]	1.000396	
Fam241a	family with sequence similarity 241, member A [Source:MGI Symbol;Acc:MGI:1917867]	1.0003603	
Dennd4a	DENN domain containing 4A [Source:MGI Symbol;Acc:MGI:2142979]	1.0002699	
Nfrkb	nuclear factor related to kappa B binding protein [Source:MGI Symbol;Acc:MGI:2442410]	1.0002276	
Elovl2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2 [Source:MGI Symbol;Acc:MGI:1858960]	1.000079	
Vhl	von Hippel-Lindau tumor suppressor [Source:MGI Symbol;Acc:MGI:103223]	0.99981034	
4930599N23Rik	RIKEN cDNA 4930599N23 gene [Source:MGI Symbol;Acc:MGI:1922629]	0.9994067	
Gmeb2	glucocorticoid modulatory element binding protein 2 [Source:MGI Symbol;Acc:MGI:2652836]	0.99798644	
Bin1	bridging integrator 1 [Source:MGI Symbol;Acc:MGI:108092]	0.99797374	
Zbtb34	zinc finger and BTB domain containing 34 [Source:MGI Symbol;Acc:MGI:2685195]	0.997963	
Pitpnc1	phosphatidylinositol transfer protein, cytoplasmic 1 [Source:MGI Symbol;Acc:MGI:1919045]	0.99795103	
Fut8	fucosyltransferase 8 [Source:MGI Symbol;Acc:MGI:1858901]	0.9976518	
Fhod1	formin homology 2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2679008]	0.996793	
Nab2	Ngfi-A binding protein 2 [Source:MGI Symbol;Acc:MGI:107563]	0.99673164	
Rbpms	RNA binding protein gene with multiple splicing [Source:MGI Symbol;Acc:MGI:1334446]	0.99636996	
Zranb2	zinc finger, RAN-binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1858211]	0.99603605	
Ccnj	cyclin J [Source:MGI Symbol;Acc:MGI:2443297]	0.99558854	
Sun2	Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011]	0.9952095	
Leng1	leukocyte receptor cluster (LRC) member 1 [Source:MGI Symbol;Acc:MGI:1917007]	0.99466103	
Trmt44	tRNA methyltransferase 44 [Source:MGI Symbol;Acc:MGI:1926140]	0.9945253	
1700012C14Rik	RIKEN cDNA 1700012C14 gene [Source:MGI Symbol;Acc:MGI:1916587]	0.9944081	
Gm5303	predicted gene 5303 [Source:MGI Symbol;Acc:MGI:3647388]	0.9937577	
Sms-ps	spermine synthase, pseudogene [Source:MGI Symbol;Acc:MGI:3705601]	0.9937289	
Gm6180	predicted pseudogene 6180 [Source:MGI Symbol;Acc:MGI:3643972]	0.9936274	
Pisd	phosphatidylserine decarboxylase [Source:MGI Symbol;Acc:MGI:2445114]	0.9929769	
Gm33023	predicted gene, 33023 [Source:MGI Symbol;Acc:MGI:5592182]	0.9927161	
Klhl28	kelch-like 28 [Source:MGI Symbol;Acc:MGI:1913939]	0.99264526	
Stk38l	serine/threonine kinase 38 like [Source:MGI Symbol;Acc:MGI:1922250]	0.9919129	
Cndp2	CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:MGI Symbol;Acc:MGI:1913304]	0.99167365	
1810062O18Rik	RIKEN cDNA 1810062O18 gene [Source:MGI Symbol;Acc:MGI:1922852]	0.99153835	
Srgap2	SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]	0.9914494	
Tbcd	tubulin-specific chaperone d [Source:MGI Symbol;Acc:MGI:1919686]	0.99144167	
Grb2	growth factor receptor bound protein 2 [Source:MGI Symbol;Acc:MGI:95805]	0.9906167	
Fastkd5	FAST kinase domains 5 [Source:MGI Symbol;Acc:MGI:2139469]	0.9906011	
Gm12791	predicted gene 12791 [Source:MGI Symbol;Acc:MGI:3649397]	0.99057084	
Gm6100	predicted gene 6100 [Source:MGI Symbol;Acc:MGI:3644987]	0.9903057	
Zfp143	zinc finger protein 143 [Source:MGI Symbol;Acc:MGI:1277969]	0.99028116	
Slamf1	signaling lymphocytic activation molecule family member 1 [Source:MGI Symbol;Acc:MGI:1351314]	0.99027145	
Tnfsf18	tumor necrosis factor (ligand) superfamily, member 18 [Source:MGI Symbol;Acc:MGI:2673064]	0.9900181	
Tifa	TRAF-interacting protein with forkhead-associated domain [Source:MGI Symbol;Acc:MGI:2182965]	0.99001175	
Gm10392	predicted gene 10392 [Source:MGI Symbol;Acc:MGI:3704377]	0.9899091	
Mertk	MER proto-oncogene tyrosine kinase [Source:MGI Symbol;Acc:MGI:96965]	0.9898345	
Plk3	polo like kinase 3 [Source:MGI Symbol;Acc:MGI:109604]	0.98978686	
4930405O22Rik	RIKEN cDNA 4930405O22 gene [Source:MGI Symbol;Acc:MGI:3041158]	0.98895407	
Gm6872	predicted gene 6872 [Source:MGI Symbol;Acc:MGI:3643699]	0.9889258	
Agtpbp1	ATP/GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:2159437]	0.9873036	
Acvr1b	activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]	0.98726547	
Arl4d	ADP-ribosylation factor-like 4D [Source:MGI Symbol;Acc:MGI:1933155]	0.98638123	
Snap23	synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356]	0.98608696	
Hook3	hook microtubule tethering protein 3 [Source:MGI Symbol;Acc:MGI:2443554]	0.98597527	
G2e3	G2/M-phase specific E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2444298]	0.9856064	
Gucd1	guanylyl cyclase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916028]	0.98537695	
Erlin1	ER lipid raft associated 1 [Source:MGI Symbol;Acc:MGI:2387613]	0.9851349	
Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6 [Source:MGI Symbol;Acc:MGI:98488]	0.98504984	
Il1rap	interleukin 1 receptor accessory protein [Source:MGI Symbol;Acc:MGI:104975]	0.9843608	
Mcemp1	mast cell expressed membrane protein 1 [Source:MGI Symbol;Acc:MGI:1916439]	0.9843384	
Fabp3	fatty acid binding protein 3, muscle and heart [Source:MGI Symbol;Acc:MGI:95476]	0.9835731	
Gm9027	predicted gene 9027 [Source:MGI Symbol;Acc:MGI:3646681]	0.98350984	
Tbc1d31	TBC1 domain family, member 31 [Source:MGI Symbol;Acc:MGI:2684931]	0.983494	
Enox2	ecto-NOX disulfide-thiol exchanger 2 [Source:MGI Symbol;Acc:MGI:2384799]	0.9834245	
Hdac10	histone deacetylase 10 [Source:MGI Symbol;Acc:MGI:2158340]	0.98273414	
Ptpn18	protein tyrosine phosphatase, non-receptor type 18 [Source:MGI Symbol;Acc:MGI:108410]	0.9824825	
Esyt1	extended synaptotagmin-like protein 1 [Source:MGI Symbol;Acc:MGI:1344426]	0.9822585	
AI467606	expressed sequence AI467606 [Source:MGI Symbol;Acc:MGI:2141979]	0.9822124	
Inpp5b	inositol polyphosphate-5-phosphatase B [Source:MGI Symbol;Acc:MGI:103257]	0.9816682	
